season,week,celebrity_name,observed_in_data,judge_percent_sim,fan_vote_percent_sim,judge_rank_sim,fan_vote_rank_sim,combined_percent_sim,combined_rank_sum_sim,overall_rank_sim
11,1,Audrina Patridge,1,0.08408408408408408,0.084,5,7,0.1680840840840841,12,6
11,1,Brandy,1,0.10110110110110111,0.085,2,5,0.18610110110110112,7,3
11,1,Rick Fox,1,0.0970970970970971,0.085,4,6,0.1820970970970971,10,4
11,1,Kurt Warner,1,0.08408408408408408,0.08600000000000001,6,3,0.1700840840840841,9,5
11,1,The Situation,1,0.06606606606606606,0.083,12,9,0.14906606606606607,21,10
11,1,Jennifer Grey,1,0.1061061061061061,0.08600000000000001,1,2,0.19210610610610612,3,1
11,1,Michael Bolton,1,0.07007007007007007,0.079,9,11,0.14907007007007006,20,9
11,1,Bristol Palin,1,0.07907907907907907,0.08600000000000001,7,1,0.1650790790790791,8,7
11,1,Florence Henderson,1,0.07907907907907907,0.084,8,8,0.1630790790790791,16,8
11,1,Kyle Massey,1,0.10110110110110111,0.08600000000000001,3,4,0.18710110110110112,7,2
11,1,David Hasselhoff,1,0.06606606606606606,0.074,10,12,0.14006606606606606,22,12
11,1,Margaret Cho,1,0.06606606606606606,0.082,11,10,0.14806606606606607,21,11
11,2,Audrina Patridge,1,0.104,0.08991008991008992,2,8,0.1939100899100899,10,2
11,2,Brandy,1,0.09499999999999999,0.09290709290709291,5,5,0.1879070929070929,10,6
11,2,Rick Fox,1,0.09499999999999999,0.09190809190809192,7,6,0.1869080919080919,13,7
11,2,Kurt Warner,1,0.09499999999999999,0.09390609390609392,6,3,0.18890609390609392,9,5
11,2,The Situation,1,0.081,0.08891108891108891,10,9,0.16991108891108891,19,9
11,2,Jennifer Grey,1,0.109,0.09390609390609392,1,2,0.20290609390609393,3,1
11,2,Michael Bolton,1,0.054,0.08291708291708293,11,11,0.13691708291708293,22,11
11,2,Bristol Palin,1,0.1,0.09390609390609392,3,1,0.19390609390609392,4,3
11,2,Florence Henderson,1,0.086,0.09090909090909091,8,7,0.1769090909090909,15,8
11,2,Kyle Massey,1,0.1,0.09390609390609392,4,4,0.19390609390609392,8,4
11,2,Margaret Cho,1,0.081,0.08691308691308691,9,10,0.16791308691308693,19,10
11,3,Audrina Patridge,1,0.118,0.097,1,8,0.215,9,1
11,3,Brandy,1,0.10900000000000001,0.10200000000000001,2,5,0.21100000000000002,7,3
11,3,Rick Fox,1,0.10900000000000001,0.101,4,6,0.21000000000000002,10,4
11,3,Kurt Warner,1,0.10400000000000001,0.10400000000000001,5,3,0.20800000000000002,8,5
11,3,The Situation,1,0.09,0.095,8,9,0.185,17,9
11,3,Jennifer Grey,1,0.10900000000000001,0.10400000000000001,3,2,0.21300000000000002,5,2
11,3,Bristol Palin,1,0.086,0.10400000000000001,9,1,0.19,10,7
11,3,Florence Henderson,1,0.09,0.098,7,7,0.188,14,8
11,3,Kyle Massey,1,0.10400000000000001,0.10400000000000001,6,4,0.20800000000000002,10,6
11,3,Margaret Cho,1,0.081,0.091,10,10,0.172,20,10
11,4,Audrina Patridge,1,0.12812812812812815,0.10289710289710288,3,8,0.23102523102523104,11,3
11,4,Brandy,1,0.13413413413413414,0.1128871128871129,2,5,0.24702124702124703,7,2
11,4,Rick Fox,1,0.1091091091091091,0.10989010989010989,5,6,0.21899921899921898,11,5
11,4,Kurt Warner,1,0.0950950950950951,0.11588411588411589,7,4,0.210979210979211,11,6
11,4,The Situation,1,0.07807807807807808,0.0999000999000999,9,9,0.177978177978178,18,9
11,4,Jennifer Grey,1,0.15615615615615616,0.11788211788211786,1,2,0.274038274038274,3,1
11,4,Bristol Palin,1,0.08908908908908908,0.11788211788211786,8,1,0.20697120697120694,9,7
11,4,Florence Henderson,1,0.09809809809809811,0.10489510489510488,6,7,0.202993202993203,13,8
11,4,Kyle Massey,1,0.11211211211211211,0.11788211788211786,4,3,0.22999422999422997,7,4
11,5,Audrina Patridge,1,0.12612612612612611,0.1061061061061061,5,8,0.23223223223223222,13,7
11,5,Brandy,1,0.14814814814814814,0.12612612612612611,1,5,0.27427427427427425,6,1
11,5,Rick Fox,1,0.13213213213213215,0.12012012012012012,4,6,0.2522522522522523,10,4
11,5,Kurt Warner,1,0.13213213213213215,0.13213213213213215,3,4,0.2642642642642643,7,3
11,5,Jennifer Grey,1,0.13713713713713716,0.13513513513513514,2,2,0.2722722722722723,4,2
11,5,Bristol Palin,1,0.0990990990990991,0.13513513513513514,8,1,0.23423423423423423,9,6
11,5,Florence Henderson,1,0.11511511511511512,0.11011011011011011,6,7,0.22522522522522523,13,8
11,5,Kyle Massey,1,0.11011011011011011,0.13513513513513514,7,3,0.24524524524524527,10,5
11,6,Audrina Patridge,1,0.155,0.1031031031031031,2,7,0.2581031031031031,9,7
11,6,Brandy,1,0.174,0.14014014014014015,1,5,0.31414014014014013,6,1
11,6,Rick Fox,1,0.145,0.13013013013013014,4,6,0.2751301301301301,10,5
11,6,Kurt Warner,1,0.106,0.15215215215215216,7,4,0.25815215215215215,11,6
11,6,Jennifer Grey,1,0.14,0.15815815815815817,5,2,0.29815815815815816,7,3
11,6,Bristol Palin,1,0.135,0.15815815815815817,6,1,0.29315815815815816,7,4
11,6,Kyle Massey,1,0.145,0.15815815815815817,3,3,0.30315815815815816,6,2
11,7,Brandy,1,0.17499999999999996,0.1533066132264529,1,5,0.3283066132264528,6,4
11,7,Rick Fox,1,0.165,0.13527054108216435,4,6,0.30027054108216433,10,6
11,7,Kurt Warner,1,0.168,0.15531062124248496,3,4,0.323310621242485,7,5
11,7,Jennifer Grey,1,0.17499999999999996,0.18537074148296592,2,2,0.3603707414829659,4,1
11,7,Bristol Palin,1,0.156,0.18537074148296592,6,1,0.3413707414829659,7,3
11,7,Kyle Massey,1,0.161,0.18537074148296592,5,3,0.3463707414829659,8,2
11,8,Brandy,1,0.2152152152152152,0.1678321678321678,1,4,0.383047383047383,5,4
11,8,Kurt Warner,1,0.18118118118118118,0.16083916083916083,4,5,0.34202034202034204,9,5
11,8,Jennifer Grey,1,0.2152152152152152,0.22377622377622378,2,2,0.438991438991439,4,1
11,8,Bristol Palin,1,0.17717717717717718,0.22377622377622378,5,1,0.40095340095340093,6,3
11,8,Kyle Massey,1,0.2112112112112112,0.22377622377622378,3,3,0.434987434987435,6,2
11,9,Brandy,1,0.2502502502502503,0.1788211788211788,3,4,0.42907142907142903,7,4
11,9,Jennifer Grey,1,0.26326326326326327,0.27372627372627373,1,2,0.536989536989537,3,1
11,9,Bristol Palin,1,0.23223223223223224,0.27372627372627373,4,1,0.505958505958506,5,3
11,9,Kyle Massey,1,0.25425425425425424,0.27372627372627373,2,3,0.527980527980528,5,2
11,10,Jennifer Grey,1,0.3613613613613614,0.3333333333333333,1,2,0.6946946946946947,3,1
11,10,Bristol Palin,1,0.30930930930930933,0.3333333333333333,3,1,0.6426426426426426,4,3
11,10,Kyle Massey,1,0.3293293293293294,0.3333333333333333,2,3,0.6626626626626627,5,2
