season,week,celebrity_name,observed_in_data,judge_percent_sim,fan_vote_percent_sim,judge_rank_sim,fan_vote_rank_sim,combined_percent_sim,combined_rank_sum_sim,overall_rank_sim
4,1,Leeza Gibbons,1,0.07292707292707293,0.09,10,9,0.16292707292707292,19,11
4,1,Shandi Finnessey,1,0.09190809190809192,0.087,6,10,0.17890809190809193,16,10
4,1,Heather Mills,1,0.08691308691308691,0.09099999999999998,7,8,0.17791308691308688,15,6
4,1,Apolo Anton Ohno,1,0.10189810189810189,0.09299999999999999,3,1,0.19489810189810186,4,1
4,1,Clyde Drexler,1,0.07792207792207792,0.09299999999999999,9,2,0.17092207792207792,11,5
4,1,John Ratzenberger,1,0.08291708291708293,0.092,8,7,0.1749170829170829,15,7
4,1,Joey Fatone,1,0.11688311688311691,0.09299999999999999,1,3,0.2098831168831169,4,2
4,1,Ian Ziering,1,0.10189810189810189,0.092,4,6,0.1938981018981019,10,4
4,1,Laila Ali,1,0.11188811188811189,0.09299999999999999,2,4,0.20488811188811187,6,3
4,1,Billy Ray Cyrus,1,0.06293706293706294,0.092,11,5,0.15493706293706294,16,8
4,1,Paulina Porizkova,1,0.09190809190809192,0.084,5,11,0.17590809190809192,16,9
4,2,Leeza Gibbons,1,0.08591408591408592,0.0890890890890891,8,9,0.17500317500317503,17,9
4,2,Shandi Finnessey,1,0.08191808191808192,0.08408408408408409,10,10,0.166002166002166,20,11
4,2,Heather Mills,1,0.09790209790209792,0.09109109109109109,3,8,0.188993188993189,11,5
4,2,Apolo Anton Ohno,1,0.10589410589410589,0.09409409409409411,2,2,0.1999881999882,4,1
4,2,Clyde Drexler,1,0.07292707292707293,0.0950950950950951,11,1,0.16802216802216802,12,7
4,2,John Ratzenberger,1,0.08591408591408592,0.0920920920920921,7,7,0.17800617800617802,14,8
4,2,Joey Fatone,1,0.09790209790209792,0.09409409409409411,4,3,0.19199619199619203,7,3
4,2,Ian Ziering,1,0.08991008991008992,0.09309309309309309,5,6,0.18300318300318302,11,6
4,2,Laila Ali,1,0.10989010989010989,0.09409409409409411,1,4,0.203984203984204,5,2
4,2,Billy Ray Cyrus,1,0.08591408591408592,0.09309309309309309,6,5,0.179007179007179,11,4
4,2,Paulina Porizkova,1,0.08591408591408592,0.0800800800800801,9,11,0.165994165994166,20,10
4,3,Leeza Gibbons,1,0.11011011011011011,0.09481037924151696,4,9,0.20492048935162707,13,8
4,3,Shandi Finnessey,1,0.0960960960960961,0.08283433133732536,8,10,0.17893042743342147,18,10
4,3,Heather Mills,1,0.11011011011011011,0.09780439121756487,1,8,0.20791450132767497,9,4
4,3,Apolo Anton Ohno,1,0.10610610610610612,0.10479041916167665,5,2,0.21089652526778277,7,2
4,3,Clyde Drexler,1,0.07307307307307306,0.10578842315369262,10,1,0.17886149622676567,11,6
4,3,John Ratzenberger,1,0.09209209209209208,0.10079840319361277,9,7,0.19289049528570484,16,9
4,3,Joey Fatone,1,0.11011011011011011,0.10479041916167665,3,3,0.21490052927178677,6,1
4,3,Ian Ziering,1,0.11011011011011011,0.10179640718562875,2,6,0.21190651729573887,8,3
4,3,Laila Ali,1,0.0960960960960961,0.10479041916167665,7,4,0.20088651525777274,11,7
4,3,Billy Ray Cyrus,1,0.0960960960960961,0.10179640718562875,6,5,0.19789250328172486,11,5
4,4,Leeza Gibbons,1,0.084,0.0990990990990991,8,9,0.1830990990990991,17,9
4,4,Heather Mills,1,0.121,0.10510510510510511,4,8,0.22610510510510512,12,6
4,4,Apolo Anton Ohno,1,0.137,0.11711711711711714,2,1,0.25411711711711715,3,1
4,4,Clyde Drexler,1,0.079,0.10810810810810811,9,7,0.18710810810810813,16,8
4,4,John Ratzenberger,1,0.084,0.11111111111111112,7,6,0.19511111111111112,13,7
4,4,Joey Fatone,1,0.147,0.11711711711711714,1,2,0.26411711711711716,3,2
4,4,Ian Ziering,1,0.126,0.11211211211211211,3,5,0.2381121121121121,8,3
4,4,Laila Ali,1,0.111,0.11711711711711714,6,3,0.22811711711711713,9,5
4,4,Billy Ray Cyrus,1,0.111,0.11311311311311313,5,4,0.22411311311311313,9,4
4,5,Heather Mills,1,0.11911911911911911,0.11,5,8,0.2291191191191191,13,7
4,5,Apolo Anton Ohno,1,0.1701701701701702,0.135,1,1,0.30517017017017023,2,1
4,5,Clyde Drexler,1,0.07407407407407407,0.112,8,7,0.18607407407407406,15,8
4,5,John Ratzenberger,1,0.10210210210210209,0.122,6,6,0.22410210210210207,12,6
4,5,Joey Fatone,1,0.14214214214214213,0.135,3,2,0.27714214214214217,5,2
4,5,Ian Ziering,1,0.13613613613613615,0.125,4,5,0.2611361361361362,9,4
4,5,Laila Ali,1,0.15915915915915915,0.135,2,3,0.29415915915915913,5,3
4,5,Billy Ray Cyrus,1,0.0970970970970971,0.126,7,4,0.2230970970970971,11,5
4,6,Heather Mills,1,0.13486513486513488,0.111,5,7,0.2458651348651349,12,6
4,6,Apolo Anton Ohno,1,0.16483516483516486,0.158,1,1,0.32283516483516483,2,1
4,6,John Ratzenberger,1,0.1118881118881119,0.134,7,6,0.2458881118881119,13,7
4,6,Joey Fatone,1,0.15884115884115885,0.158,3,2,0.3168411588411588,5,2
4,6,Ian Ziering,1,0.14085914085914084,0.14,4,5,0.2808591408591409,9,4
4,6,Laila Ali,1,0.16483516483516486,0.158,2,3,0.32283516483516483,5,3
4,6,Billy Ray Cyrus,1,0.12387612387612389,0.141,6,4,0.26487612387612386,10,5
4,7,Heather Mills,0,0.14910017513205873,0.12440534717678273,5,6,0.27350552230884145,11,6
4,7,Apolo Anton Ohno,1,0.17416078286770725,0.18784383555376982,3,1,0.3620046184214771,4,2
4,7,Joey Fatone,1,0.1900840544441834,0.18784383555376982,1,2,0.37792788999795324,3,1
4,7,Ian Ziering,1,0.17416078286770725,0.15552661653376637,4,5,0.3296873994014736,9,4
4,7,Laila Ali,1,0.1900840544441834,0.18784383555376982,2,3,0.37792788999795324,5,3
4,7,Billy Ray Cyrus,1,0.12241015024415998,0.1565365296281415,6,4,0.2789466798723015,10,5
4,8,Apolo Anton Ohno,1,0.23123123123123124,0.22400000000000003,1,1,0.45523123123123127,2,1
4,8,Joey Fatone,1,0.21921921921921922,0.22400000000000003,2,2,0.44321921921921925,4,2
4,8,Ian Ziering,1,0.1871871871871872,0.168,4,4,0.3551871871871872,8,4
4,8,Laila Ali,1,0.2112112112112112,0.22400000000000003,3,3,0.4352112112112112,6,3
4,8,Billy Ray Cyrus,1,0.15115115115115116,0.16,5,5,0.31115115115115116,10,5
4,9,Apolo Anton Ohno,1,0.249,0.27372627372627373,3,1,0.5227262737262737,4,2
4,9,Joey Fatone,1,0.253,0.27372627372627373,1,2,0.5267262737262737,3,1
4,9,Ian Ziering,1,0.245,0.1788211788211788,4,4,0.42382117882117876,8,4
4,9,Laila Ali,1,0.253,0.27372627372627373,2,3,0.5267262737262737,5,3
4,10,Apolo Anton Ohno,1,0.34,0.3333333333333333,1,1,0.6733333333333333,2,1
4,10,Joey Fatone,1,0.332,0.3333333333333333,2,2,0.6653333333333333,4,2
4,10,Laila Ali,1,0.328,0.3333333333333333,3,3,0.6613333333333333,6,3
