season,week,celebrity_name,observed_in_data,judge_percent_sim,fan_vote_percent_sim,judge_rank_sim,fan_vote_rank_sim,combined_percent_sim,combined_rank_sum_sim,overall_rank_sim
4,1,Leeza Gibbons,1,0.07292707292707293,0.09,10,9,0.16292707292707292,19,11
4,1,Shandi Finnessey,1,0.09190809190809192,0.087,6,10,0.17890809190809193,16,10
4,1,Heather Mills,1,0.08691308691308691,0.09099999999999998,7,8,0.17791308691308688,15,6
4,1,Apolo Anton Ohno,1,0.10189810189810189,0.09299999999999999,3,1,0.19489810189810186,4,1
4,1,Clyde Drexler,1,0.07792207792207792,0.09299999999999999,9,2,0.17092207792207792,11,5
4,1,John Ratzenberger,1,0.08291708291708293,0.092,8,7,0.1749170829170829,15,7
4,1,Joey Fatone,1,0.11688311688311691,0.09299999999999999,1,3,0.2098831168831169,4,2
4,1,Ian Ziering,1,0.10189810189810189,0.092,4,6,0.1938981018981019,10,4
4,1,Laila Ali,1,0.11188811188811189,0.09299999999999999,2,4,0.20488811188811187,6,3
4,1,Billy Ray Cyrus,1,0.06293706293706294,0.092,11,5,0.15493706293706294,16,8
4,1,Paulina Porizkova,1,0.09190809190809192,0.084,5,11,0.17590809190809192,16,9
4,2,Leeza Gibbons,1,0.08591408591408592,0.0890890890890891,8,9,0.17500317500317503,17,9
4,2,Shandi Finnessey,1,0.08191808191808192,0.08408408408408409,10,10,0.166002166002166,20,11
4,2,Heather Mills,1,0.09790209790209792,0.09109109109109109,3,8,0.188993188993189,11,5
4,2,Apolo Anton Ohno,1,0.10589410589410589,0.09409409409409411,2,2,0.1999881999882,4,1
4,2,Clyde Drexler,1,0.07292707292707293,0.0950950950950951,11,1,0.16802216802216802,12,7
4,2,John Ratzenberger,1,0.08591408591408592,0.0920920920920921,7,7,0.17800617800617802,14,8
4,2,Joey Fatone,1,0.09790209790209792,0.09409409409409411,4,3,0.19199619199619203,7,3
4,2,Ian Ziering,1,0.08991008991008992,0.09309309309309309,5,6,0.18300318300318302,11,6
4,2,Laila Ali,1,0.10989010989010989,0.09409409409409411,1,4,0.203984203984204,5,2
4,2,Billy Ray Cyrus,1,0.08591408591408592,0.09309309309309309,6,5,0.179007179007179,11,4
4,2,Paulina Porizkova,1,0.08591408591408592,0.0800800800800801,9,11,0.165994165994166,20,10
4,3,Leeza Gibbons,1,0.11077695594177014,0.09474341688683005,4,9,0.2055203728286002,13,8
4,3,Heather Mills,1,0.11077695594177014,0.09773531426220364,1,8,0.20851227020397378,9,4
4,3,Apolo Anton Ohno,1,0.10674870299843305,0.10471640813807533,5,2,0.21146511113650837,7,2
4,3,Clyde Drexler,1,0.073515616215902,0.10571370726319985,10,1,0.17922932347910187,11,6
4,3,John Ratzenberger,1,0.0926498176967532,0.10072721163757722,8,7,0.19337702933433043,15,9
4,3,Joey Fatone,1,0.11077695594177014,0.10471640813807533,3,3,0.21549336407984548,6,1
4,3,Ian Ziering,1,0.11077695594177014,0.10172451076270175,2,6,0.2125014667044719,8,3
4,3,Laila Ali,1,0.0966780706400903,0.10471640813807533,7,4,0.20139447877816563,11,7
4,3,Billy Ray Cyrus,1,0.0966780706400903,0.10172451076270175,6,5,0.19840258140279204,11,5
4,3,Paulina Porizkova,0,0.09062189804165062,0.08348210401055971,9,10,0.17410400205221033,19,10
4,4,Leeza Gibbons,1,0.084,0.0990990990990991,8,9,0.1830990990990991,17,9
4,4,Heather Mills,1,0.121,0.10510510510510511,4,8,0.22610510510510512,12,6
4,4,Apolo Anton Ohno,1,0.137,0.11711711711711714,2,1,0.25411711711711715,3,1
4,4,Clyde Drexler,1,0.079,0.10810810810810811,9,7,0.18710810810810813,16,8
4,4,John Ratzenberger,1,0.084,0.11111111111111112,7,6,0.19511111111111112,13,7
4,4,Joey Fatone,1,0.147,0.11711711711711714,1,2,0.26411711711711716,3,2
4,4,Ian Ziering,1,0.126,0.11211211211211211,3,5,0.2381121121121121,8,3
4,4,Laila Ali,1,0.111,0.11711711711711714,6,3,0.22811711711711713,9,5
4,4,Billy Ray Cyrus,1,0.111,0.11311311311311313,5,4,0.22411311311311313,9,4
4,5,Leeza Gibbons,0,0.08857223545958634,0.10658876642942858,8,8,0.19516100188901492,16,8
4,5,Heather Mills,1,0.11725395024898293,0.11067031046482304,5,7,0.22792426071380595,12,6
4,5,Apolo Anton Ohno,1,0.16750564321283276,0.13582265375228283,1,1,0.3033282969651156,2,1
4,5,John Ratzenberger,1,0.10050338592769965,0.12274343524280373,6,6,0.22324682117050337,12,7
4,5,Joey Fatone,1,0.1399164784483662,0.13582265375228283,3,2,0.27573913220064905,5,2
4,5,Ian Ziering,1,0.13400451457026621,0.12576171643729891,4,5,0.25976623100756513,9,4
4,5,Laila Ali,1,0.15666704276964946,0.13582265375228283,2,3,0.2924896965219323,5,3
4,5,Billy Ray Cyrus,1,0.09557674936261634,0.1267678101687973,7,4,0.22234455953141363,11,5
4,6,Heather Mills,1,0.13486513486513488,0.111,5,7,0.2458651348651349,12,6
4,6,Apolo Anton Ohno,1,0.16483516483516486,0.158,1,1,0.32283516483516483,2,1
4,6,John Ratzenberger,1,0.1118881118881119,0.134,7,6,0.2458881118881119,13,7
4,6,Joey Fatone,1,0.15884115884115885,0.158,3,2,0.3168411588411588,5,2
4,6,Ian Ziering,1,0.14085914085914084,0.14,4,5,0.2808591408591409,9,4
4,6,Laila Ali,1,0.16483516483516486,0.158,2,3,0.32283516483516483,5,3
4,6,Billy Ray Cyrus,1,0.12387612387612389,0.141,6,4,0.26487612387612386,10,5
4,7,Heather Mills,0,0.14910017513205873,0.12440534717678273,5,6,0.27350552230884145,11,6
4,7,Apolo Anton Ohno,1,0.17416078286770725,0.18784383555376982,3,1,0.3620046184214771,4,2
4,7,Joey Fatone,1,0.1900840544441834,0.18784383555376982,1,2,0.37792788999795324,3,1
4,7,Ian Ziering,1,0.17416078286770725,0.15552661653376637,4,5,0.3296873994014736,9,4
4,7,Laila Ali,1,0.1900840544441834,0.18784383555376982,2,3,0.37792788999795324,5,3
4,7,Billy Ray Cyrus,1,0.12241015024415998,0.1565365296281415,6,4,0.2789466798723015,10,5
4,8,Heather Mills,0,0.1678232353622228,0.14339185406220165,5,5,0.31121508942442444,10,5
4,8,Apolo Anton Ohno,1,0.22668966112184732,0.2284288389167462,1,1,0.45511850003859355,2,1
4,8,Joey Fatone,1,0.21491357482980328,0.2284288389167462,2,2,0.4433424137465495,4,2
4,8,Ian Ziering,1,0.18351067805101925,0.17132162918755967,4,4,0.35483230723857895,8,4
4,8,Laila Ali,1,0.20706285063510727,0.2284288389167462,3,3,0.43549168955185347,6,3
4,9,Apolo Anton Ohno,1,0.249,0.27372627372627373,3,1,0.5227262737262737,4,2
4,9,Joey Fatone,1,0.253,0.27372627372627373,1,2,0.5267262737262737,3,1
4,9,Ian Ziering,1,0.245,0.1788211788211788,4,4,0.42382117882117876,8,4
4,9,Laila Ali,1,0.253,0.27372627372627373,2,3,0.5267262737262737,5,3
4,10,Apolo Anton Ohno,1,0.34,0.3333333333333333,1,1,0.6733333333333333,2,1
4,10,Joey Fatone,1,0.332,0.3333333333333333,2,2,0.6653333333333333,4,2
4,10,Laila Ali,1,0.328,0.3333333333333333,3,3,0.6613333333333333,6,3
